Region,District,Local Government,Locality,Postcode,SA1,Electors,LG Sort Name,
South West,Collie-Preston,Shire of Dardanup,Eaton,6232,5101231,252,Dardanup,
South West,Murray-Wellington,Shire of Harvey,Brunswick,6224,5101401,276,Harvey,
South West,Murray-Wellington,Shire of Harvey,Beela,6224,5101402,37,Harvey,
South West,Murray-Wellington,Shire of Harvey,Brunswick,6224,5101402,256,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101404,265,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101405,287,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101406,223,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101407,283,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101408,145,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101409,172,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101410,225,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101411,170,Harvey,
South West,Murray-Wellington,Shire of Harvey,Cookernup,6220,5101412,261,Harvey,
South West,Murray-Wellington,Shire of Harvey,Yarloop,6218,5101413,123,Harvey,
South West,Murray-Wellington,Shire of Harvey,Yarloop,6218,5101414,78,Harvey,
South West,Murray-Wellington,Shire of Harvey,Cookernup,6220,5101415,99,Harvey,
South West,Murray-Wellington,Shire of Harvey,Warawarrup,6220,5101415,108,Harvey,
South West,Murray-Wellington,Shire of Harvey,Yarloop,6218,5101415,128,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101416,104,Harvey,
South West,Murray-Wellington,Shire of Harvey,Hoffman,6220,5101416,23,Harvey,
South West,Murray-Wellington,Shire of Harvey,Mornington,6221,5101416,33,Harvey,
South West,Murray-Wellington,Shire of Harvey,Benger,6223,5101417,139,Harvey,
South West,Murray-Wellington,Shire of Harvey,Wokalup,6221,5101417,154,Harvey,
South West,Murray-Wellington,Shire of Harvey,Myalup,6220,5101418,2,Harvey,
South West,Murray-Wellington,Shire of Harvey,Uduc,6220,5101418,220,Harvey,
South West,Murray-Wellington,Shire of Harvey,Harvey,6220,5101419,313,Harvey,
South West,Murray-Wellington,Shire of Harvey,Binningup,6233,5101420,390,Harvey,
South West,Murray-Wellington,Shire of Harvey,Binningup,6233,5101421,500,Harvey,
South West,Murray-Wellington,Shire of Harvey,Brunswick,6224,5101423,319,Harvey,
South West,Murray-Wellington,Shire of Harvey,Myalup,6220,5101424,237,Harvey,
South West,Murray-Wellington,Shire of Harvey,Uduc,6220,5101424,1,Harvey,
South West,Murray-Wellington,Shire of Harvey,Roelands,6226,5101425,292,Harvey,
South West,Murray-Wellington,Shire of Harvey,Roelands,6226,5101426,236,Harvey,
South West,Murray-Wellington,Shire of Harvey,Binningup,6233,5101427,25,Harvey,
South West,Murray-Wellington,Shire of Harvey,Parkfield,6233,5101427,29,Harvey,
South West,Murray-Wellington,Shire of Harvey,Wellesley,6233,5101427,40,Harvey,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101501,208,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101502,280,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101503,401,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101504,218,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101505,428,Bunbury,
South West,Bunbury,City of Bunbury,Pelican Point,6230,5101506,2,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101507,474,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101508,383,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101509,219,Bunbury,
South West,Bunbury,City of Bunbury,East Bunbury,6230,5101510,486,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101513,337,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101514,358,Bunbury,
South West,Bunbury,City of Bunbury,Picton,6229,5101514,24,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101515,289,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101517,281,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101518,222,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101519,2,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101520,198,Bunbury,
South West,Bunbury,City of Bunbury,Glen Iris,6230,5101521,263,Bunbury,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101601,186,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101602,352,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101603,148,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101604,167,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101605,272,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101606,158,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101607,366,Waroona,
South West,Murray-Wellington,Shire of Waroona,Lake Clifton,6215,5101608,89,Waroona,
South West,Murray-Wellington,Shire of Waroona,Wagerup,6215,5101608,18,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101608,356,Waroona,
South West,Murray-Wellington,Shire of Waroona,Hamel,6215,5101609,175,Waroona,
South West,Murray-Wellington,Shire of Waroona,Waroona,6215,5101609,7,Waroona,
South West,Murray-Wellington,Shire of Waroona,Nanga Brook,6215,5101610,2,Waroona,
South West,Murray-Wellington,Shire of Waroona,Lake Clifton,6215,5101611,344,Waroona,
South West,Murray-Wellington,Shire of Waroona,Preston Beach,6215,5101612,197,Waroona,
South West,Warren-Blackwood,Shire of Boyup Brook,Benjinup,6255,5101701,97,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Dinninup,6244,5101701,97,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,McAlinden,6225,5101701,48,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Wilga,6243,5101701,49,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Boyup Brook,6244,5101702,369,Boyup Brook,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Glenlynn,6256,5101703,2,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Kangaroo Gully,6255,5101703,232,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Kingston,6256,5101703,9,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Sunnyside,6256,5101703,45,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Winnejup,6255,5101703,117,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Boyup Brook,Chowerup,6244,5101704,22,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Kulikup,6244,5101704,84,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Mayanup,6244,5101704,127,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Scotts Brook,6244,5101704,55,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Tonebridge,6244,5101704,13,Boyup Brook,
South West,Warren-Blackwood,Shire of Boyup Brook,Boyup Brook,6244,5101705,230,Boyup Brook,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Greenbushes,6254,5101706,245,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Greenbushes,6254,5101707,8,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Hester Brook,6255,5101707,73,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Maranup,6256,5101707,38,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,North Greenbushes,6254,5101707,86,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Catterick,6255,5101708,109,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Hester,6255,5101708,51,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101709,233,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101710,318,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101711,214,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Kangaroo Gully,6255,5101711,75,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101712,135,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101713,166,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101714,270,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101715,196,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101716,203,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101717,240,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Bridgetown,6255,5101718,142,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Glenlynn,6256,5101719,71,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Wandillup,6256,5101719,44,Bridgetown-Greenbushes,
South West,Warren-Blackwood,Shire of Bridgetown-Greenbushes,Yornup,6256,5101719,49,Bridgetown-Greenbushes,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101801,202,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Glen Mervyn,6239,5101802,40,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Mumballup,6225,5101802,70,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Noggerup,6225,5101802,58,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Yabberup,6239,5101802,105,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101803,196,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101804,168,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101805,343,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Argyle,6239,5101806,370,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Brazier,6251,5101807,38,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101807,2,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Paynedale,6239,5101807,40,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Upper Capel,6239,5101807,117,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Brookhampton,6239,5101808,186,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Thomson Brook,6239,5101808,85,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Charley Creek,6239,5101809,40,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Lowden,6240,5101809,119,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Queenwood,6239,5101809,60,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Yabberup,6239,5101809,2,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Balingup,6253,5101810,205,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Balingup,6253,5101811,210,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Cundinup,6275,5101811,9,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Southampton,6253,5101811,66,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Balingup,6253,5101812,8,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Kirup,6251,5101812,143,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Mullalyup,6252,5101812,82,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Newlands,6251,5101812,67,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Wilga West,6243,5101812,10,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101813,367,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101814,203,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Beelerup,6239,5101815,96,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Brookhampton,6239,5101815,1,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101815,232,Donnybrook-Balingup,
South West,Collie-Preston,Shire of Donnybrook-Balingup,Donnybrook,6239,5101816,305,Donnybrook-Balingup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101901,336,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101902,147,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101903,282,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101904,200,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101905,260,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101906,103,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101907,307,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Jardee,6258,5101908,135,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Middlesex,6258,5101908,180,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Deanmill,6258,5101909,204,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Ringbark,6258,5101909,88,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Balbarrup,6258,5101910,102,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Dingup,6258,5101910,141,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101911,227,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101912,167,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101913,234,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101914,296,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101915,179,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Manjimup,6258,5101916,156,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Walpole,6398,5102001,252,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,North Walpole,6398,5102002,76,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Walpole,6398,5102002,66,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Collins,6260,5102003,42,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Diamond Tree,6258,5102003,20,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Eastbrook,6260,5102003,95,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Smith Brook,6258,5102003,42,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Yeagarup,6260,5102003,2,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Boorara Brook,6262,5102004,110,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Broke,6398,5102004,7,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Callcup,6260,5102004,14,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Crowea,6262,5102004,100,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Meerup,6262,5102004,116,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Northcliffe,6262,5102004,2,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Quinninup,6258,5102004,30,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Shannon,6262,5102004,5,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Windy Harbour,6262,5102004,28,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Dixvale,6258,5102005,35,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Glenoran,6258,5102005,63,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Linfarne,6258,5102005,52,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Palgarup,6258,5102005,95,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Wilgarrup,6258,5102005,18,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Yanmah,6258,5102005,101,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Balbarrup,6258,5102006,10,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Lake Muir,6258,5102006,10,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Mordalup,6258,5102006,24,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Perup,6258,5102006,120,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Quinninup,6258,5102006,89,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Upper Warren,6258,5102006,46,Manjimup,
South West,Warren-Blackwood,Shire of Manjimup,Northcliffe,6262,5102007,185,Manjimup,
